person_id,証言内容
54867,「リンゴ掘りだと、まったく！」とウサギは怒って言った。「こっちだ！来て
29338,それ…ただ三月ウサギが言った…
60974,「そんなことできるはずないわ」アリスはそっと言いました。「だって
36829,遠くで小さなパタパタという足音がして、彼女は見上げた。
93699,"
"
38006,他の誰にも秘密の、
49286,それから彼女が聞いたことのない声が、「確かに、俺はここにいる！
68586,"
"
42818,"
"
12378,"
"
65815,気が狂いそうだ！
22085,"
"
68889,ここに一人でいることの！
92692,次の瞬間、アリスはそのあとを追って下りていった。一度も
65661,少しは蹴れると思う！
67825,顔を、それで彼らはそれを見ることができなかったのか？」そこで彼女はいた場所にじっと立っていた。
57774,三月ウサギの場所。帽子屋だけが
22894,「追加料金で？」と代用ウミガメは少し不安そうに尋ねた。
58039,彼女はまだキノコのかけらを手にしていて、
26560,クロッケー場。
37295,「陛下、私は貧しい男です」と帽子屋は震える声で始めました、
24633,そして一、二度あくびをし、身震いした。それから
57922,「そうよ」アリスは急いで答えた。「少なくとも…少なくとも私が言いたいのは
38822,庭に通じていた。それから彼女はキノコをかじり始めた（彼女は
26042,「それなら一番になるべきだわ」とアリスは言った。
26673,"
"
15361,続けた。
12665,不快なほどとがったあご。しかし、失礼なことはしたくなかったので、彼女は
96985,ほとんど見えなくなると、彼は深い声で言った。「タルトは何でできてるんだ？」
60368,"
"
64955,この無礼な態度はアリスには耐え難かった。彼女は
56902,なぜそれがシロギスと呼ばれるか知ってる？
54218,「息をする時に眠る」ことと同じだ！
43066,"
"
16959,"
"
41966,"
"
55484,それから彼らは皆、再び彼女の周りに群がった。その間、ドードーは厳かに
95621,"遠くの牛の鳴き声が、代用ウミガメの"""
80651,"
"
41829,"
"
67630,裁判が終わる前に忘れてしまうことを恐れて。
44199,"
"
11522,"
"
20933,"
"
59678,「ブタって言ったのよ」アリスは答えました。「それに、現れたり
35613,気が狂いそうだ！
71673,（もしグリフォンが何か知らないなら、絵を見なさい。）「起きろ、怠け者
87057,"
"
50862,「もちろんないさ」と代用ウミガメは言いました。「なぜって、もし魚が僕のところに来て、
69103,"
"
11120,テーブルの一端にある大きな肘掛け椅子に腰を下ろした。
94527,頭で打とうとすると、体をねじって彼女の顔を見上げ、
96937,原因
82144,"
"
97186,教科書なんて！
76763,"
"
18034,"
"
12347,「時間がなかったんだ」とグリフォンは言いました。「でも古典の先生のところには行ったよ。
78440,「ロブスターだ！」とグリフォンは空中に飛び上がりながら叫んだ。
57215,アリス。
48233,突然、彼女は小さな三本足のテーブルに出くわした。それはすべて
18661,庭に通じていた。それから彼女はキノコをかじり始めた（彼女は
78861,耳と左足で、それがほどけないようにしながら、彼女は運んだ。
35409,それを止めるために。
81641,四十二。身長一マイル以上の者は全員法廷を退去せよ。」
36560,"
"
96710,彼もまた否定するかどうか不安そうに周りを見た。しかしヤマネは否定した。
25872,「若い頃」と彼の父は言った。「私は法律の道に進み
88966,生で食べるのが好きだ。
73801,「なんて変な感じ」とアリスは独り言を言いました、「
12007,「私たちは最高の教育を受けました――実際、毎日学校に通っていました――」
20826,それから女王は、すっかり息を切らしてやめ、アリスに言った。「
90133,"
"
50045,「しかし、今日は何もかもが奇妙だわ。」
91755,"
"
40307,"
"
86677,"
"
19333,"
"
57096,"
"
80663,自然な方法で。
93892,「とんでもない！」とアリスは憤慨して言った。
66003,"
"
43382,回ってみると、以前気づかなかった低いカーテンに出くわし、
46344,彼が旅に出ると言ったら、私は「どんな目的（porpoise/purpose）で？」と尋ねるだろう。
92946,「そしてあれが陪審員席ね」とアリスは思った。「そしてあの12の生き物たちは」
56269,食器棚や本棚。あちこちに地図や絵があった。
82480,ネズミを
19360,「その通り」と帽子屋は言いました。「物が使い古されるにつれてね」
74485,好きだったので、いつレースが終わったのか知るのは容易ではなかった。しかし
99486,アリスはすべてがとても馬鹿げていると思ったが、彼らは皆とても真面目な顔をしていた。
84113,彼らの目を、多くの奇妙な物語で、おそらくは
66847,アリスは何も言いませんでした。彼女は両手で顔を覆って座り込み、
17537,"
"
53053,証人だ」そして彼は女王に小声で付け加えました、「本当に、ねえ、
69503,"
"
33768,公爵夫人は彼女の選択をし、一瞬で姿を消した。
45879,急いで。
46568,"
"
46132,彼女の人生。そこはすべて畝と溝だった。ボールは生きているハリネズミで、
83927,むしろハンサムな豚だと思うわ。」そして彼女は他の
68038,"
"
83519,"
"
95601,"
"
42073,行列がアリスの向かいに来ると、彼らは皆立ち止まって見た。
12855,どうしたらいいのかしら？」こう言いながら、彼女は突然開けた
45876,「何でもお好きなものを」と従卒は言って、口笛を吹き始めました。
63864,「木の根も試したし、土手も試したし、生け垣も試した」
19825,それを探している間、一行の残りはゲームに戻った。
43966,「はい！」とアリスは叫んだ。
77085,成長し、彼女は自分が同じままであることに全く驚いた。
15046,うたた寝。しかし、帽子屋につままれると、それは再び
55923,全く。彼らを怖がる必要はないわ！
40590,「彼らの後を泳げ！」とグリフォンは叫んだ。
16328,「メアリー・アン！メアリー・アン！」と声がした。「今すぐ私の手袋を持ってきて！」
14973,とグリフォンが付け加えた。そして二人は黙って座り、可哀想な
44736,"
"
69615,それが消えた後もしばらく残っていた。
45435,彼らは一緒に歩き去った。
67292,"
"
48320,「たぶん、一つもないのかもしれないわ」とアリスは思い切って言った。
88712,"
"
61768,"
"
98814,急いで、白ウサギが「法廷では静粛に！」と叫び、
37279,"
"
59915,聞くと、彼女の周りの場所全体が奇妙な生き物で生き生きとし始めた。
90434,一瞬の猶予もなかった。アリスは風のように走り去り、そして
76632,「そんなに欲しくはなかったでしょう」とアリスは言いました。「海の底に住んでいて
83356,これはアリスにとってとても新しい考えだったので、しばらく
32377,"
"
10152,もう一度手を出して、空中でまたひったくりました。今回は
79752,「絶対にない！」と女王は激怒して言い、インク壺をトカゲに投げつけた。
32085,猫なしで！人生で見た中で一番奇妙なことだわ！
25642,「少しも」とイモムシは言いました。
20946,真ん中で、2匹のモルモットに支えられていた。彼らはそれに
42762,面倒なことはないわね、探す必要もないから。でも、わからないわ」
40449,哀れな帽子屋はひどく震え、両方の靴を脱ぎ捨ててしまいました。
32449,「もし君が僕と同じくらい時間さんと仲良しなら」と帽子屋は言いました、「
58054,彼に）「彼に6ペンスあげよう。私は一片も
90034,森の中で、「元の大きさに戻ること。そして二番目は
44821,それでも彼女は成長し続け、最後の手段として、片腕を
20540,"
"
99187,コーラス。
43223,彼が公爵夫人と戻ってくる頃には、それは完全に
87874,アヒルがまぶたでするように、彼は鼻で
47473,"
"
17454,「私が食べるものを見る」ことと「私が見るものを食べる」ことが同じだなんて！
92333,私の知ったことか。」
62292,"
"
54682,あの池、ガラスのテーブルと小さなドアのある大きなホール、
27950,「ああ、ホワイティングについては」と代用ウミガメは言いました、「彼らは――見たことがあるでしょう、
67262,"
"
72639,この最後の言葉に気づく。
41715,「女王はどうだい？」と猫は小声で言った。
85555,「海の底のブーツと靴は」とグリフォンは深い声で続けた。
56906,"
"
18893,ネズミみたいにね。でも、猫はコウモリを食べるのかしら？」ここでアリスは
14849,置き去りにするのは殺人じゃないかしら？」彼女は最後の言葉を声に出して言った。そして
79701,"
"
47148,"
"
32211,"
"
18573,"
"
24991,お腹が空かないでしょう」
85116,「私はヘビじゃない！」とアリスは憤慨して言った。「放っておいて！」
24718,第12章 アリスの証言
98447,「それ」が意味するもの。
51036,ここへ持ってこい、若いの！――ここだ、この角に立てかけろ――いや、
81297,しかしそれは何も言わなかった。
66308,"
"
30629,再び、彼女が不幸を感じたのも不思議ではない。
15609,それで彼女は目を閉じたまま座り続け、半分は自分が
32304,"
"
24541,それが指し示した方向に、それが犯した間違いを説明しようともせず、
88423,海、何人かの子供たちが木のシャベルで砂を掘っていた。それから
20247,* * * * * *
38867,夕べのスープ！
70588,アリスがドアを開けると、それは小さな、
77275,"
"
40880,"
"
65872,"
"
59023,彼らはすぐに、太陽の下でぐっすり眠っているグリフォンに出くわしました。
81585,"
"
14217,三月だったわ」こう言いながら、彼女は見上げると、そこには猫が
35280,"
"
93284,涙。
94814,瓶を下ろし、独り言を言った。「これで十分…もう
22705,"
"
39954,"
"
40764,「彼女は女王の耳を殴った…」とウサギが言いかけた。アリスは少し
91530,"「フューリーは言った"""
68953,「彼らの後を泳げ！」とグリフォンは叫んだ。
35528,彼らの前に鎖につながれて立ち、両側に兵士が
89851,さもなければ、彼の顔だけを見て、彼女は彼を
96882,哀れな帽子屋はひどく震え、両方の靴を脱ぎ捨ててしまいました。
28707,再び彼女は長いホールにいて、小さな
89046,物事は「大同小異」だ…そんなものを見たことがあるかい？
71970,十分だ。こだわりすぎるな…おい、ビル！これを捕まえろ
90431,"
"
17266,良い。
46642,深く、ホールの半分まで達していた。
72695,"    nothing
"
18188,グリフォンからの時折の「ヒャックラー！」という叫び声と、絶え間ない
43782,結局、何か聞く価値のあることを教えてくれるかもしれない。しばらくの間
44803,女王の主張は、もしすぐさま何とかしなければ
38813,ウサギが、見事に着飾って、白い子ヤギ革の手袋を
90959,そこでアリスは、最初に
52524,座り込んで泣いた。
58215,"
"
39321,"
"
75447,シロギスのこと！
73091,か二分で、それを抱えているのがやっとでした。
32320,彼女は少し食べ、不安そうに独り言を言った。「どっち？どっち
78356,「何の裁判？」アリスは走りながら息を切らして尋ねたが、グリフォンはただ
48755,法：私は
51623,彼女の歴史の知識から、アリスはどれくらい昔のことか、あまりはっきりした考えを持っていなかった。
41188,望遠鏡。
60998,正直者らしく名前を。」
38050,"
"
11759,"
"
38409,そしてアリスは女王を見ようと、熱心に周りを見回しました。
57837,「すみません、教えていただけますか」アリスは少しおずおずと言いました。
26973,夕べのスープ！
41877,"
"
27354,"
"
82390,愛国的なカンタベリー大司教は、それが賢明だと判断した――」
21478,「私が彼女に話そう」と代用ウミガメは深く、うつろな声で言いました。「
98142,「さあ、行こう！」とグリフォンが叫び、アリスの手を取って急いで
48066,"
"
26782,半分は独り言、半分はアリスに。
97727,アリスは立ち上がった。彼女の心に、自分が
38937,彼女はこの突然の変化にかなり怯えましたが、感じました
65137,背が低くなる。
73668,作った。
45438,決心したわ。もし私がメイベルなら、ここにいる！
23289,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
84180,「どんなエビでもそう言っただろう。」
38444,"「私はすべての手足をとてもしなやかに保っていた"""
31119,ヘビめ！奴らを喜ばせることはできない！
37118,宵のスープ、美しいスープ！
40829,どうやって再び外に出るのか、世界で。
52081,次に何をしようかと思っていたとき、突然制服を着た従卒が
88987,"
"
72087,家！だって、てっぺんから落ちても何も言わないわ
80624,"
"
18583,"
"
80737,"
"
25834,あの暗いホールを出て、明るい花壇や
90514,"
"
63902,家の前の木の下にテーブルが用意されており、
25763,アリスは扇子と手袋を取り、ホールはとても暑かったので、彼女は
65073,"
"
30287,"
"
99670,ちょうどその時、彼女は少し離れたプールで何かがはねる音を聞いた。
35262,"
"
25518,「前に」とアリスは言いました）、そして瓶の首には紙の
57074,グリフォンは起き上がって目をこすった。それから女王を
75059,頭を！」彼女が宣告した者たちは兵士たちに拘留された。
61198,彼らは井戸の底に住んでいた…
85817,十分乾いた！」彼らはすぐに、ネズミを
95289,「この件について何を知っている？」と王はアリスに言った。
21407,"
"
88749,"
"
71259,私に起こったことがあるなんて！おとぎ話を読んでいた頃は、
93824,彼女はできるだけ早くそれらを拾い始めた。なぜなら、
40920,彼がくしゃみをすると私は彼を叩く。
86979,ロブスターとカメがどれほど熱心に進むか見よ！
71717,"
"
10531,あなたのもの。」
71809,「それ」が意味するもの。
30919,"
"
21345,と公爵夫人は、アリスの腕に愛情を込めて腕を組みながら言った。
61308,アリスはこの発言の口調が全く気に入らず、
85700,あまりにあわててて、あなたに話せないんです――わかってるのは、何かがこっちにやってきて
60774,そして待った。
19085,また小さくなっているようだ。」彼女は立ち上がってテーブルへ行き、測ってみた。
27412,"
"
97225,そこで彼女はそっとその後を追って呼んだ。「ネズミさん！また戻ってきて、
48818,"
"
60750,"
"
65185,そして悲しそうに：
98587,あなたの気性よ！」「黙れ、母さん！」と若いカニは少し
22245,その変化から利益を得た。そしてアリスは
39919,「何もありませんわ」とアリスは言いました。
46966,"
"
89818,アリスはこれに大笑いし、
23763,見つけられるわよ。」そして彼女はアリスの側にぐっと体を寄せた。
66437,始まった。アリスはこれまでこんなに奇妙なクロッケー場を見たことがないと思った。
18330,一分に一度くらい「首をはねろ！」と叫びながら
51457,真ん中に。アリスは不安そうに目をそれに釘付けにした。なぜなら、
77054,片膝をつきました。「陛下、私は貧しい男です」と彼は始めました。
78564,"
"
73165,最初はかなり奇妙に感じたが、数分でそれに慣れた。
59438,"
"
46708,"
"
89561,"
"
96094,女王の主張は、もしすぐさま何とかしなければ
27366,そんなにしょっちゅう変わるのは好きじゃないんですよ」
57352,私たちがいたそのままで。
98662,瞬間、心配そうに庭を見渡していたファイブが
52940,踊りに参加しませんか、しませんか、しませんか、しませんか、しませんか？」
13945,「ふむ、今まで聞いたことがないな」と代用ウミガメは言いました。「しかし、それは
10224,「これはビルだわ」と独り言を言い、鋭く一蹴りして、
99743,"
"
99259,"
"
48307,"
"
74072,「最初はそうじゃないかもね」と帽子屋は言いました。「でも、それを
88291,"
"
71038,そしてサメのことを軽蔑的な口調で話すだろう、
27871,"
"
88350,「そんなこと、何の証明にもならないわ！」とアリスは言った。「だって、あなたは
98708,"
"
25426,そして一種のすすり泣きを加えて言った。「あらゆる方法を試したけど、何も
92835,たいてい彼女が送りたい場所には、畝や溝があった。
49242,夕べのスープ！
99340,くすくすと笑った。
80180,すぐに庭へ。しかし、ああ、かわいそうなアリス！彼女が
58076,代わりに帽子屋に会いに行けばよかった！
88031,"
"
80191,"        prosecute
"
11917,"
"
32024,「名前を書き留めているんだ」とグリフォンはささやき返しました。「
57470,"
"
64613,この事件に関わって、
37639,どっちの方向に？」と、頭の上に手を置いてどちらに
43593,"キュウリの温室があるに違いない！」とアリスは思った。「彼らは何をするのかしら"""
79663,「これ以上低くはなれないよ」と帽子屋は言いました。「今、床にいるんだから」
30484,あなたと私の間で。」
69050,"
"
96905,「私を飲んで」と言うのは簡単だったが、賢い小さなアリスは
92293,顔、そして彼らの背中の模様は、
14792,「そうよ」アリスは急いで答えた。「少なくとも…少なくとも私が言いたいのは
16420,彼らの目を、多くの奇妙な物語で、おそらくは
61483,重いため息。
92041,一つに決めようとしていたとき、コックはスープの大釜を
78196,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
71284,『混乱学』、『醜化学』、『嘲笑学』」
83003,巨大な子犬が大きな丸い目で見下ろしていた。
51340,私がやったとは証明できない。最後に署名がないからだ。」
41131,それには特に驚くべきことは何もなかった。アリスもそうは思わなかった。
90717,ここでは人を首にするのが好きなの。驚くべきは、
80533,巻き毛で、私のは全然巻き毛じゃないし、それに私はきっと
36108,"
"
23228,暑い日だったのでとても眠くてぼんやりしていました）、ヒナギクの首飾りを作る
81896,三月ウサギの場所。帽子屋だけが
50026,"
"
90469,フクロウはごちそうの分け前としてその皿を持っていた。
11561,コースのあちこちに。「一、二、三、
95119,それで彼女は目を閉じたまま座り続け、半分は自分が
52425,「そしたら」と彼女は思いました、「私はどうなるのかしら？彼らはひどく
86296,"
"
44155,"
"
90672,"
"
80150,アリスに、彼女は続けた。「お嬢ちゃん、名前は何て言うの？」
56014,"
"
91697,「たぶん、一つもないのかもしれないわ」とアリスは思い切って言った。
21350,会議を延期し、より精力的な
97591,何日も何日も。」
99355,ちょうど良い大きさだったらよかったのに！ああ、大変！忘れるところだったわ
50851,「ふむ、今まで聞いたことがないな」と代用ウミガメは言いました。「しかし、それは
25990,あなたのことを自分で。あなたは自分で何とかしなければならない。でも私は
21255,「失礼なことを言うな」と王は言いました、「そしてそんな目で私を見るな！」
54054,その後蝶になったら、少し変な感じがするでしょうね
17830,「いてくれればよかったのに！」とインコは、それがすっかり
87694,動物や鳥たちが外で待っていた。哀れな小さなトカゲのビルは
60336,「かみつくかもしれないし」とアリスは用心ぶかく答えました。ぜんぜんそれを
33528,最後に、彼女はこの同じ妹が
90867,"
"
96068,",まっすぐに通じていました。「とても奇妙だわ！」と彼女は思いました。「でも、"""
93806,近くにあった植木鉢。三人の兵士はしばらくうろつき回った。
48957,"
"
98678,"
"
61343,そんなにたくさん飲まなければ！
20665,"
"
68056,「ああ、それはきっとそうなるさ」と猫は言った。「長く歩きさえすればね
99487,進みました、遠くで女王が情熱的に叫んでいるのが聞こえたので、
96886,「では、参れ！」と女王が叫び、アリスは行列に加わった。
84800,小声で独り言を言った。
50809,"
"
71120,"
"
28863,そして森から少し出て聞き耳を立てた。
81856,彼女は兄のラテン語の文法書で見たことを思い出した。「ネズミ…の
99159,「それはダンスの最初のポジションですわ」とアリスは言ったが、ひどく
98780,この瓶がするわ。本当に、また大きくなれたらいいな、
24755,下へ！頭を下げろ！」（大きな衝突音）「今のは誰だ？…ビルだ、
13064,今度アリスは、それが再び話す気になるまで辛抱強く待った。やがて
22665,"
"
38979,指一本で石板に、何の跡もつかないとわかったからだ。しかし、彼は今、急いで
17142,"
"
65413,"
"
20967,私のが来るのを見て逃げたんだ！
29596,陪審員のある者は「重要」と書き留め、ある者は「重要でない」と書きました。
69112,その一角：「空きがない！空きがない！」と彼らはアリスを見て叫んだ。
97964,背中。とうとう代用ウミガメは声を取り戻し、涙ながらに
21246,「シロギスで作るんだ。これでわかっただろう。」
28870,"
"
70478,十分乾いた！」彼らはすぐに、ネズミを
79049,実に奇妙だった：
34494,アリスがドアを開けると、それは小さな、
97041,"
"
73570,一度に四本の足で、喜びの叫び声を上げて、棒に突進しました、
51757,一種のヘビだ、としか言えない。」
27190,その教訓は…『私のものが多ければ多いほど、
30555,"           you
"
88895,"「聞いていない！」とネズミはアリスに厳しく言った。「何を"""
42653,じゃあ、やらない！――ビルが下りるんだ――おい、ビル！旦那が
60100,アリスはずっと一方の側を下り、もう一方を上り、すべての
60316,できた。
53189,裁判、
56391,"
"
12161,"
"
67435,"
"
27375,彼女が見上げると、頭上は真っ暗だった。彼女の前には別の
57431,キュウリのフレームか、何かそんなものでした。
42775,「それを書き留めろ」と王は陪審員に言い、陪審員は熱心に
43176,小さな悲鳴を上げて、続けました。「――Mで始まるもの、例えば
15440,"
"
17157,"「私が"""
22985,イギリスの海岸に行くと、海水浴用の着替え小屋がたくさんある。
44683,"
"
71534,"
"
41743,彼女のはるか下に広がる緑の葉の海。
56056,尋ねるために。
56531,座り込んで泣いた。
24142,一組、彼女は彼らが庭師なのか、兵士なのか、それとも
70130,口から舌を垂らし、大きな目を半分閉じていた。
92326,"
"
12344,ゲーム、それとも他の料理か？
54257,彼女がこう言ったちょうどその時、彼女は木の一本にドアがあるのに気づいた。
22650,"
"
70477,あっという間に全員処刑してしまうだろう。（この最後の
70143,口調。「ここじゃ誰も彼女を好きじゃないみたい。でも、彼女が一番の
60675,その「ま」…
18436,"
"
29520,「しーっ！しーっ！」とウサギは低く、焦った声で言った。彼は見た。
97370,"
"
65666,軽蔑。「今までたくさんの小さな女の子を見てきたが、
92205,それからウサギの声が――「捕まえろ、生け垣のそばのやつ！」それから
95936,彼らの口…そしてパンくずだらけだ。
80605,「失礼！」とネズミは顔をしかめましたが、とても丁寧に言いました。「
59459,「わん！わん！わん！」
36522,とアリスは思いました。「すぐに学校にいるのと同じだわ」しかし、彼女は
56897,次！窓から私を引っ張り出すなんて、できればいいのに！私は
73933,か経度まで来たのかしら？」（アリスは緯度が何か、あるいは
86842,"
"
21623,"
"
61047,"
"
52288,りんごを探しにでございます、旦那様！」
25957,"
"
66108,それを止めるために。
47026,"
"
30258,"
"
87260,あらまあ！遅刻しちゃうわ！」（後で考えてみると、
18164,家へ、自分が今や千倍も大きいことをすっかり忘れて
22148,「『目的（purpose）』のことじゃなくて？」とアリスは言った。
47031,"「その歌、知ってるかい？」"""
97761,"
"
52372,"
"
59488,自分の涙で溺れるなんて！それは確かに奇妙なことになるわ！
20936,"
"
61157,"どう手をつけていいかわからなかった。そして、彼女が不安そうに"""
81475,"
"
94061,通りかかった女王に、「ねえ、あなた！お願いだから
44793,もう行く時間だった。なぜなら、プールは
53438,スプーンを懐に入れることを親切にも許された。
87464,「ブーブー言わないで」とアリスは言った。「それは全然、
69823,それらの。」もう一分すると、頭全体が現れ、そしてアリスは
81848,歌で、「私はネズミイルカに言っただろう、『下がってください、お願いします。私たちは
32270,言葉がすべて違って出てきて、それから代用ウミガメは長く息を吸い、
39644,"
"
88148,"
"
34985,食器棚や本棚。あちこちに地図や絵があった。
92542,シロギスのこと！
43000,"
"
89807,第10章 ロブスターのカドリーユ
45102,しかし、この瓶には「毒」とは書かれていなかったので、アリスは思い切って
73518,その瞬間、家のドアが開き、大きな皿が
59288,再び、ハリネズミが体を伸ばしているのを見つけると、とても腹立たしかった。
22112,「君が言いたいのは『少なく』は取れないってことだろう」と帽子屋は言いました。「
33406,どこにも見当たらなかった。下を見ると、彼女に見えたのは
56106,窓の外に、そして片足を煙突に入れ、独り言を言いました、「これで
30220,"
"
56782,"
"
63849,それがネズミをみんな殺すって…ああ、大変！」アリスは悲しげに叫んだ。
87373,「とてもきれいな踊りなんでしょうね」とアリスはおずおずと言いました。
30444,再びそれらを取り出す。それだけだ。」
12000,「ばか」と、そして彼は隣の人に教えてもらわなければならなかった。「素敵な
19434,乳母！でも、ネズミが逃げ出さないように見張らなきゃ。」ただ、私は
24772,ファイブとセブンは何も言わず、トゥーを見ました。トゥーは低い声で始めました。
76616,この三週間、一睡もしていないんだ！
32403,再び外に出る。
29257,パンサーはパイ皮と、グレービーと、肉を取った。
44905,全体として、彼女はそれと一緒にいる方が、行くよりも安全だと思った。
10034,一種のヘビだ、としか言えない。」
30326,「私には考える権利があるわ」アリスは鋭く言いました、少し
90789,彼女は辛抱強く待った。
59865,「それじゃあ」と猫は続けました、「犬は怒るとうなるだろ、
88870,"グリフォンは驚いて両前足を上げた。「何だって！聞いたことがないのか"""
27448,「いや、いや！冒険が先だ」とグリフォンは焦れた口調で言った。
58487,"
"
37558,問題は、何かってことだ」
61817,"
"
14111,"
"
49339,顔を、それで彼らはそれを見ることができなかったのか？」そこで彼女はいた場所にじっと立っていた。
65520,自分の涙で溺れるなんて！それは確かに奇妙なことになるわ！
37308,「でも、彼らは井戸の中にいたのよ」とアリスはヤマネに言った。ヤマネの
39657,何かを失くしたかのように、心配そうに周りを見ながら進んでいきました。そして彼女は
21287,『醜く化』だよ！」とそれは叫んだ。「『美しく化』が何かは知ってるだろう？」
93726,「重要…重要でない…重要でない…重要…」と、まるで試しているかのように
39641,"
"
70024,彼が望むときにコショウを！
50035,「コーラス、もう一度！」とグリフォンが叫び、代用ウミガメがちょうど
70601,"
"
58668,"
"
52610,"
"
89737,"
"
