id,person_id,original,japanese
102,95491,‘you shouldn’t have put it in with the bread-knife.’,「パン切りナイフで入れるべきじゃなかったな。」
103,36563,‘You are not attending!’ said the Mouse to Alice severely. ‘What are you,「聞いていない！」とネズミはアリスに厳しく言った。「何を"
104,89343,"them, they set to work very diligently to write out a history of the","彼らは、事故の歴史を書き出すために、非常に熱心に働き始めた。"
105,14532,,
106,67045,,
107,97245,"sea, some children digging in the sand with wooden spades, then a row","海、何人かの子供たちが木のシャベルで砂を掘っていた。それから"
108,83673,"‘Yes, it IS his business!’ said Five, ‘and I’ll tell him--it was for","「そう、彼の仕事だ！」と五は言った。「そして彼に言うよ…それは"
109,55804,leading right into it. ‘That’s very curious!’ she thought. ‘But,,それに直接通じている。「とても奇妙だわ！」と彼女は思った。「でも"
110,84819,"Alas! it was too late to wish that! She went on growing, and growing,","ああ！そう願うには遅すぎた！彼女はどんどん大きくなり続けた。"
111,39426,,
112,54867,"‘Digging for apples, indeed!’ said the Rabbit angrily. ‘Here! Come and","「リンゴ掘りだと、まったく！」とウサギは怒って言った。「こっちだ！来て"
113,29338,that--only the March Hare said--’,それ…ただ三月ウサギが言った…
114,60974,"‘They couldn’t have done that, you know,’ Alice gently remarked; ‘they’d","「そんなこと、できなかったでしょう」アリスは優しく言った。「だって"
115,36829,"a little pattering of footsteps in the distance, and she looked up","遠くで小さなパタパタという足音がして、彼女は見上げた。"
116,93699,,
117,38006,"A secret, kept from all the rest,",他の誰にも秘密の
118,49286,"then a voice she had never heard before, ‘Sure then I’m here! Digging","そして彼女が今まで聞いたことのない声がした。「ああ、ここにいるよ！掘っているんだ"
119,68586,,
120,42818,,
121,12378,,
122,65815,It’s enough to drive one crazy!’,気が狂いそうだ！
123,22085,,
124,68889,of being all alone here!’,ここに一人でいることの！
125,92692,"In another moment down went Alice after it, never once considering how","次の瞬間、アリスはそのあとを追って下りていった。一度も"
126,65661,I THINK I can kick a little!’,少しは蹴れると思う！
127,67825,"faces, so that they couldn’t see it?’ So she stood still where she was,","顔を、それで彼らはそれを見ることができなかったのか？」そこで彼女はいた場所にじっと立っていた。"
128,57774,the place of the March Hare. The Hatter was the only one who got any,三月ウサギの場所。帽子屋だけが
129,22894,‘With extras?’ asked the Mock Turtle a little anxiously.,「追加料金で？」と代用ウミガメは少し不安そうに尋ねた。
130,58039,"remembered that she still held the pieces of mushroom in her hands, and","彼女はまだキノコのかけらを手にしていて、"
131,26560,croquet-ground.,クロッケー場。
132,37295,"‘I’m a poor man, your Majesty,’ the Hatter began, in a trembling voice,","「私は貧しい男です、陛下」と帽子屋は震える声で始めた。"
133,24633,"and yawned once or twice, and shook itself. Then it got down off the","そして一、二度あくびをし、身震いした。それから"
134,57922,"‘I do,’ Alice hastily replied; ‘at least--at least I mean what I","「そうよ」アリスは急いで答えた。「少なくとも…少なくとも私が言いたいのは"
135,38822,led into the garden. Then she went to work nibbling at the mushroom (she,庭に通じていた。それから彼女はキノコをかじり始めた（彼女は
136,26042,"‘Then it ought to be Number One,’ said Alice.","「それなら一番になるべきだわ」とアリスは言った。"
137,26673,,
138,15361,on.’,続けた。
139,12665,"uncomfortably sharp chin. However, she did not like to be rude, so she","不快なほどとがった顎。しかし、彼女は失礼なことはしたくなかったので"
140,96985,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’","ほとんど見えなくなると、彼は深い声で言った。「タルトは何でできてるんだ？」"
141,60368,,
142,64955,This piece of rudeness was more than Alice could bear: she got up in,この無礼な態度はアリスには耐え難かった。彼女は
143,56902,know why it’s called a whiting?’,なぜそれがシロギスと呼ばれるか知ってる？
144,54218,as “I sleep when I breathe”!’,「息をする時に眠る」ことと同じだ！
145,43066,,
146,16959,,
147,41966,,
148,55484,"Then they all crowded round her once more, while the Dodo solemnly","それから彼らは皆、再び彼女の周りに群がった。その間、ドードーは厳かに"
149,95621,of the cattle in the distance would take the place of the Mock Turtle’s,遠くの牛の鳴き声が、代用ウミガメの"
150,80651,,
151,41829,,
152,67630,fear they should forget them before the end of the trial.’,裁判が終わる前に忘れてしまうことを恐れて。
153,44199,,
154,11522,,
155,20933,,
156,59678,"‘I said pig,’ replied Alice; ‘and I wish you wouldn’t keep appearing and","「豚って言ったの」アリスは答えた。「そして、現れたり"
157,35613,It’s enough to drive one crazy!’,気が狂いそうだ！
158,71673,"(IF you don’t know what a Gryphon is, look at the picture.) ‘Up, lazy","（もしグリフォンが何か知らないなら、絵を見なさい。）「起きろ、怠け者"
159,87057,,
160,50862,"‘Of course not,’ said the Mock Turtle: ‘why, if a fish came to ME, and","「もちろん違うさ」と代用ウミガメは言った。「だって、もし魚が僕のところへ来て"
161,69103,,
162,11120,down in a large arm-chair at one end of the table.,テーブルの一端にある大きな肘掛け椅子に腰を下ろした。
163,94527,"blow with its head, it WOULD twist itself round and look up in her face,","頭で一撃すると、それは体をひねって彼女の顔を見上げるのだった。"
164,96937,"cause,",原因
165,82144,,
166,97186,for any lesson-books!’,教科書なんて！
167,76763,,
168,18034,,
169,12347,"‘Hadn’t time,’ said the Gryphon: ‘I went to the Classics master, though.","「時間がなかったんだ」とグリフォンは言った。「でも、古典の先生のところへは行ったよ。"
170,78440,"‘The lobsters!’ shouted the Gryphon, with a bound into the air.","「ロブスターだ！」とグリフォンは空中に飛び上がりながら叫んだ。"
171,57215,Alice.,アリス。
172,48233,"Suddenly she came upon a little three-legged table, all made of solid","突然、彼女は小さな三本足のテーブルに出くわした。それはすべて"
173,18661,led into the garden. Then she went to work nibbling at the mushroom (she,庭に通じていた。それから彼女はキノコをかじり始めた（彼女は
174,78861,"ear and left foot, so as to prevent its undoing itself,) she carried","耳と左足で、それがほどけないようにしながら、彼女は運んだ。"
175,35409,it to make it stop.,それを止めるために。
176,81641,Forty-two. ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.’,四十二。身長一マイル以上の者は全員法廷を退去せよ。」
177,36560,,
178,96710,anxiously round to see if he would deny it too: but the Dormouse denied,彼もまた否定するかどうか不安そうに周りを見た。しかしヤマネは否定した。
179,25872,"‘In my youth,’ said his father, ‘I took to the law,","「若い頃」と彼の父は言った。「私は法律の道に進み"
180,88966,like them raw.’,生で食べるのが好きだ。
181,73801,"‘How queer it seems,’ Alice said to herself, ‘to be going messages for","「なんて奇妙なのかしら」とアリスは独り言を言った。「"
182,12007,"‘We had the best of educations--in fact, we went to school every day--’","「私たちは最高の教育を受けたんだ。実際、毎日学校に通っていたんだよ…」"
183,20826,"Then the Queen left off, quite out of breath, and said to Alice, ‘Have","それから女王は、すっかり息を切らしてやめ、アリスに言った。「"
184,90133,,
185,50045,"However, everything is queer to-day.’",「しかし、今日は何もかもが奇妙だわ。」
186,91755,,
187,40307,,
188,86677,,
189,19333,,
190,57096,,
191,80663,in a natural way.,自然な方法で。
192,93892,‘Certainly not!’ said Alice indignantly.,「とんでもない！」とアリスは憤慨して言った。
193,66003,,
194,43382,"time round, she came upon a low curtain she had not noticed before, and","回目、彼女は以前気づかなかった低いカーテンに出くわし、そして"
195,46344,"told me he was going a journey, I should say “With what porpoise?”’","彼が旅に出ると言ったら、私は「どんな目的（porpoise/purpose）で？」と尋ねるだろう。"
196,92946,"‘And that’s the jury-box,’ thought Alice, ‘and those twelve creatures,’","「そしてあれが陪審員席ね」とアリスは思った。「そしてあの12の生き物たちは」"
197,56269,cupboards and book-shelves; here and there she saw maps and pictures,食器棚や本棚。あちこちに地図や絵があった。
198,82480,mouse to the,ネズミを
199,19360,"‘Exactly so,’ said the Hatter: ‘as the things get used up.’","「その通り」と帽子屋は言った。「物がなくなっていくにつれてね。」"
200,74485,"liked, so that it was not easy to know when the race was over. However,","好きだったので、いつレースが終わったのか知るのは容易ではなかった。しかし"
201,99486,"Alice thought the whole thing very absurd, but they all looked so grave","アリスはすべてがとても馬鹿げていると思ったが、彼らは皆とても真面目な顔をしていた。"
202,84113,"make THEIR eyes bright and eager with many a strange tale, perhaps even","彼らの目を、多くの奇妙な物語で、明るく熱心にさせるだろう。もしかしたら"
203,66847,"Alice said nothing; she had sat down with her face in her hands,","アリスは何も言わなかった。彼女は顔を両手で覆って座り込んでいた。"
204,17537,,
205,53053,"witness.’ And he added in an undertone to the Queen, ‘Really, my dear,","証人だ」そして彼は女王に小声で付け加えた。「ねえ、君"
206,69503,,
207,33768,"The Duchess took her choice, and was gone in a moment.",公爵夫人は彼女の選択をし、一瞬で姿を消した。
208,45879,hastily.,急いで。
209,46568,,
210,46132,"her life; it was all ridges and furrows; the balls were live hedgehogs,","彼女の人生。そこはすべて畝と溝だった。ボールは生きているハリネズミで、"
211,83927,"rather a handsome pig, I think.’ And she began thinking over other","むしろハンサムな豚だと思うわ。」そして彼女は他の"
212,68038,,
213,83519,,
214,95601,,
215,42073,"When the procession came opposite to Alice, they all stopped and looked","行列がアリスの向かいに来ると、彼らは皆立ち止まって見た。"
216,12855,"to be done, I wonder?’ As she said this, she came suddenly upon an open","どうしたらいいのかしら？」こう言いながら、彼女は突然開けた"
217,45876,"‘Anything you like,’ said the Footman, and began whistling.","「お好きなものを」と従卒は言って、口笛を吹き始めた。"
218,63864,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried","「木の根も試したし、土手も試したし、"
219,19825,"looking for it, while the rest of the party went back to the game.",それを探している間、一行の残りはゲームに戻った。
220,43966,‘Yes!’ shouted Alice.,「はい！」とアリスは叫んだ。
221,77085,"growing, and she was quite surprised to find that she remained the same","成長し、彼女は自分が同じままであることに全く驚いた。"
222,15046,"a doze; but, on being pinched by the Hatter, it woke up again with","うたた寝。しかし、帽子屋につままれると、それは再び"
223,55923,all. I needn’t be afraid of them!’,全く。彼らを怖がる必要はないわ！
224,40590,‘Swim after them!’ screamed the Gryphon.,「彼らの後を泳げ！」とグリフォンは叫んだ。
225,16328,‘Mary Ann! Mary Ann!’ said the voice. ‘Fetch me my gloves this moment!’,「メアリー・アン！メアリー・アン！」と声がした。「今すぐ私の手袋を持ってきて！」
226,14973,added the Gryphon; and then they both sat silent and looked at poor,とグリフォンが付け加えた。そして二人は黙って座り、可哀想な
227,44736,,
228,69615,remained some time after the rest of it had gone.,それが消えた後もしばらく残っていた。
229,45435,they walked off together.,彼らは一緒に歩き去った。
230,67292,,
231,48320,"‘Perhaps it hasn’t one,’ Alice ventured to remark.","「たぶん、一つもないのかもしれないわ」とアリスは思い切って言った。"
232,88712,,
233,61768,,
234,98814,"hastily, for the White Rabbit cried out, ‘Silence in the court!’ and the","急いで、白ウサギが「法廷では静粛に！」と叫び、"
235,37279,,
236,59915,"listen, the whole place around her became alive with the strange creatures","聞くと、彼女の周りの場所全体が奇妙な生き物で生き生きとし始めた。"
237,90434,"There was not a moment to be lost: away went Alice like the wind, and","一瞬の猶予もなかった。アリスは風のように走り去り、そして"
238,76632,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of","「そんなに欲しくはなかったでしょう」とアリスは言った。「"
239,83356,"This was such a new idea to Alice, that she was quite silent for a","これはアリスにとって全く新しい考えだったので、彼女はしばらく黙っていた。"
240,32377,,
241,10152,"hand again, and made another snatch in the air. This time there were","再び手を伸ばし、空中でまたひったくった。今度は"
242,79752,"‘Never!’ said the Queen furiously, throwing an inkstand at the Lizard","「絶対にない！」と女王は激怒して言い、インク壺をトカゲに投げつけた。"
243,32085,without a cat! It’s the most curious thing I ever saw in my life!’,猫なしで！人生で見た中で一番奇妙なことだわ！
244,25642,"‘Not a bit,’ said the Caterpillar.",「少しも」と芋虫は言った。
245,20946,"in the middle, being held up by two guinea-pigs, who were giving it","真ん中で、2匹のモルモットに支えられていた。彼らはそれに"
246,42762,"trouble, you know, as we needn’t try to find any. And yet I don’t know,’","面倒なことはないわね、探す必要もないから。でも、わからないわ」"
247,40449,"which the wretched Hatter trembled so, that he shook both his shoes off.","哀れな帽子屋はあまりに震えたので、両方の靴を脱ぎ捨ててしまった。"
248,32449,"‘If you knew Time as well as I do,’ said the Hatter, ‘you wouldn’t talk","「もし君が僕と同じくらい時間を知っていたら」と帽子屋は言った。「"
249,58054,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of","彼に）「彼に6ペンスあげよう。私は一片も"
250,90034,"about in the wood, ‘is to grow to my right size again; and the second","森の中で、「元の大きさに戻ること。そして二番目は"
251,44821,"Still she went on growing, and, as a last resource, she put one arm out","それでも彼女は成長し続け、最後の手段として、片腕を"
252,20540,,
253,99187,CHORUS.,コーラス。
254,43223,"by the time he had come back with the Duchess, it had entirely","彼が公爵夫人と戻ってくる頃には、それは完全に"
255,87874,"As a duck with its eyelids, so he with his nose","アヒルがまぶたでするように、彼は鼻で"
256,47473,,
257,17454,that “I see what I eat” is the same thing as “I eat what I see”!’,「私が食べるものを見る」ことと「私が見るものを食べる」ことが同じだなんて！
258,92333,business of MINE.’,私の知ったことか。」
259,62292,,
260,54682,"the pool, and the great hall, with the glass table and the little door,","プール、そしてガラスのテーブルと小さなドアのある大きなホールが"
261,27950,"‘Oh, as to the whiting,’ said the Mock Turtle, ‘they--you’ve seen them,","「ああ、シロギスについては」と代用ウミガメは言った。「彼らは…君も見たことがあるだろう"
262,67262,,
263,72639,notice this last remark.,この最後の言葉に気づく。
264,41715,‘How do you like the Queen?’ said the Cat in a low voice.,「女王はどうだい？」と猫は小声で言った。
265,85555,"‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,","「海の底のブーツと靴は」とグリフォンは深い声で続けた。"
266,56906,,
267,18893,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice","ネズミのようにね。でも、猫はコウモリを食べるのかしら？」ここでアリスは"
268,14849,"murder to leave it behind?’ She said the last words out loud, and the","置き去りにするのは殺人じゃないかしら？」彼女は最後の言葉を声に出して言った。そして"
269,79701,,
270,47148,,
271,32211,,
272,18573,,
273,24991,"shouldn’t be hungry for it, you know.’","お腹が空くこともないでしょうね。」"
274,85116,‘I’m NOT a serpent!’ said Alice indignantly. ‘Let me alone!’,「私はヘビじゃない！」とアリスは憤慨して言った。「放っておいて！」
275,24718,CHAPTER XII. Alice’s Evidence,第12章 アリスの証言
276,98447,“it” means.’,「それ」が意味するもの。
277,51036,"fetch it here, lad!--Here, put ‘em up at this corner--No, tie ‘em","ここへ持ってこい、若いの！——ここだ、この角に置け…いや、縛れ"
278,81297,but it said nothing.,しかしそれは何も言わなかった。
279,66308,,
280,30629,"again, no wonder she felt unhappy.",再び、彼女が不幸を感じたのも不思議ではない。
281,15609,"So she sat on, with closed eyes, and half believed herself in","そこで彼女は目を閉じて座り続け、半分は自分が"
282,32304,,
283,24541,"in the direction it pointed to, without trying to explain the mistake it","それが指し示した方向に、それが犯した間違いを説明しようともせずに"
284,88423,"sea, some children digging in the sand with wooden spades, then a row","海、何人かの子供たちが木のシャベルで砂を掘っていた。それから"
285,20247,* * * * * * *,* * * * * *
286,38867,"Soo--oop of the e--e--evening,",夕べのスープ！
287,70588,"Alice opened the door and found that it led into a small passage, not","アリスがドアを開けると、それは小さな通路に通じていた。"
288,77275,,
289,40880,,
290,65872,,
291,59023,"They very soon came upon a Gryphon, lying fast asleep in the sun.","彼らはすぐに、太陽の下でぐっすり眠っているグリフォンに出くわした。"
292,81585,,
293,14217,"it was in March.’ As she said this, she looked up, and there was the Cat","三月だったわ」こう言いながら、彼女は見上げると、そこには猫が"
294,35280,,
295,93284,tears.,涙。
296,94814,"down the bottle, saying to herself ‘That’s quite enough--I hope I shan’t","瓶を下ろし、独り言を言った。「これで十分…もう"
297,22705,,
298,39954,,
299,40764,‘She boxed the Queen’s ears--’ the Rabbit began. Alice gave a little,「彼女は女王の耳を殴った…」とウサギが言いかけた。アリスは少し
300,91530,‘Fury said to a,「フューリーは言った"
301,68953,‘Swim after them!’ screamed the Gryphon.,「彼らの後を泳げ！」とグリフォンは叫んだ。
302,35528,"standing before them, in chains, with a soldier on each side to guard","彼らの前に鎖につながれて立ち、両側に兵士が"
303,89851,"otherwise, judging by his face only, she would have called him a","さもなければ、彼の顔つきだけから判断すると、彼女は彼を"
304,96882,"which the wretched Hatter trembled so, that he shook both his shoes off.","哀れな帽子屋はあまりに震えたので、両方の靴を脱ぎ捨ててしまった。"
305,28707,"Once more she found herself in the long hall, and close to the little","再び彼女は長いホールにいて、小さな"
306,89046,things are “much of a muchness”--did you ever see such a thing as a,物事は「大同小異」だ…そんなものを見たことがあるかい？
307,71970,"do well enough; don’t be particular--Here, Bill! catch hold of this","十分だ。こだわりすぎるな…おい、ビル！これを捕まえろ"
308,90431,,
309,17266,well.,良い。
310,46642,deep and reaching half down the hall.,深く、ホールの半分まで達していた。
311,72695,nothing,,何もない
312,18188,"occasional exclamation of ‘Hjckrrh!’ from the Gryphon, and the constant","グリフォンからの時折の「ヒャックラー！」という叫び声と、絶え間ない"
313,43782,perhaps after all it might tell her something worth hearing. For some,結局、何か聞く価値のあることを教えてくれるかもしれない。しばらくの間
314,44803,"The Queen’s argument was, that if something wasn’t done about it in less","女王の主張は、もし何かが"
315,38813,"Rabbit returning, splendidly dressed, with a pair of white kid gloves in","ウサギが見事に着飾って、白い子ヤギ革の手袋を一組"
316,90959,So Alice began telling them her adventures from the time when she first,そこでアリスは、最初に
317,52524,sat down and cried.,座り込んで泣いた。
318,58215,,
319,39321,,
320,75447,about the whiting!’,シロギスのこと！
321,73091,"or two, it was as much as she could do to hold it.",あるいは2分、それを抑えるのが精一杯だった。
322,32320,"She ate a little bit, and said anxiously to herself, ‘Which way? Which","彼女は少し食べ、不安そうに独り言を言った。「どっち？どっち"
323,78356,‘What trial is it?’ Alice panted as she ran; but the Gryphon only,「何の裁判？」アリスは走りながら息を切らして尋ねたが、グリフォンはただ
324,48755,law: I will,法：私は
325,51623,"her knowledge of history, Alice had no very clear notion how long ago","彼女の歴史の知識から、アリスはどれくらい昔のことか、あまりはっきりした考えを持っていなかった。"
326,41188,telescope.’,望遠鏡。
327,60998,name like an honest man.’,正直者らしく名前を。」
328,38050,,
329,11759,,
330,38409,"and Alice looked round, eager to see the Queen.",そしてアリスは女王に会いたくて、あたりを見回した。
331,57837,"‘Please would you tell me,’ said Alice, a little timidly, for she was","「教えていただけますか」とアリスは少しおずおずと言った。なぜなら彼女は"
332,26973,"Soo--oop of the e--e--evening,",夕べのスープ！
333,41877,,
334,27354,,
335,82390,"the patriotic archbishop of Canterbury, found it advisable--“’","愛国的なカンタベリー大司教は、…が賢明であると判断した。」"
336,21478,"‘I’ll tell it her,’ said the Mock Turtle in a deep, hollow tone: ‘sit","「私が彼女に話そう」と代用ウミガメは深く、うつろな声で言った。「"
337,98142,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried","「来い！」とグリフォンは叫び、アリスの手を取って急いだ。"
338,48066,,
339,26782,"half to itself, half to Alice.",半分は独り言、半分はアリスに。
340,97727,"Alice started to her feet, for it flashed across her mind that she had","アリスは立ち上がった。彼女の心に、自分が"
341,38937,"She was a good deal frightened by this very sudden change, but she felt","彼女はこのあまりに突然の変化にかなり怯えたが、"
342,65137,grow shorter.’,背が低くなる。
343,73668,had made.,作った。
344,45438,"made up my mind about it; if I’m Mabel, I’ll stay down here! It’ll be no","決心したわ。もし私がメイベルなら、ここにいる！"
345,23289,fish)--and rapped loudly at the door with his knuckles. It was opened,,魚）…そして、こぶしでドアを強く叩いた。それは開けられた。
346,84180,‘any shrimp could have told you that.’,「どんなエビでもそう言っただろう。」
347,38444,‘I kept all my limbs very supple,「私はすべての手足をとてもしなやかに保っていた"
348,31119,serpents! There’s no pleasing them!’,ヘビめ！奴らを喜ばせることはできない！
